fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distancia_km,ano,mes,dia_semana,hora,eh_aeroporto
4.1,-74.00299,40.739137,-73.991253,40.736533,2,1.0303950320488808,2009,7,2,4,0
6.5,-73.967745,40.752212,-73.955158,40.770047,2,2.2487286861793345,2014,4,4,11,0
7.7,-73.962721,40.763075,-73.984812,40.736248,1,3.5158761588699625,2012,3,5,18,0
5.5,-73.98639,40.761652,-73.995657,40.76465,6,0.8486867731842608,2013,9,1,10,0
17.3,-73.981768,40.768923,-73.943344,40.711718,1,7.137270979307023,2012,3,4,1,0
5.3,-73.97309,40.758618,-73.980759,40.753303,1,0.8755253889188594,2010,4,3,16,0
9.5,-73.96647644,40.76233673,-73.97602844,40.75260162,3,1.3487356610240921,2015,5,4,17,0
7.7,-73.98222,40.740174,-73.977838,40.763406,1,2.609518465438258,2011,2,5,18,0
57.33,-73.989168,40.758568,-73.783444,40.643793,2,21.532210022826643,2013,8,1,12,1
3.0,-73.981746,40.778425,-73.979876,40.781075,1,0.3340957269165493,2014,12,6,10,0
12.5,-73.94828,40.77644,-73.989722,40.750497,3,4.528086803249287,2012,1,6,16,0
11.5,-73.99601746,40.72628021,-74.01135254,40.70889664,1,2.325229692761953,2015,4,2,11,0
5.0,-73.98238373,40.77563095,-73.9773407,40.78436661,1,1.0601152890281325,2015,6,4,15,0
6.5,-73.97879,40.752535,-73.99434,40.74089,1,1.8419174857575422,2011,11,0,10,0
10.5,-73.997763,40.713777,-73.979293,40.746988,1,4.0074447694776705,2011,12,5,23,0
4.0,-73.95713806,40.80200577,-73.96557617,40.8029747,2,0.7183682299506905,2015,4,0,20,0
9.7,-73.979023,40.777385,-73.996218,40.749893,1,3.382639792911017,2011,3,2,14,0
4.5,-74.008737,40.723213,-74.013787,40.714725,1,1.0353424515471419,2010,6,2,6,0
5.7,-73.996572,40.742648,-73.986755,40.731413,2,1.498270653895391,2011,1,0,22,0
12.5,-73.946203,40.773143,-73.993338,40.75006,1,4.72732604362774,2010,8,0,6,0
15.5,-73.962993,40.774268,-73.98946,40.730308,1,5.37253947811945,2014,9,0,19,0
6.1,-73.996545,40.763308,-73.99327,40.761985,4,0.3126036124027218,2011,12,4,3,0
8.5,-73.980126,40.757977,-73.991461,40.737208,1,2.4990258903066027,2012,8,3,12,0
12.5,-73.992053,40.753988,-73.988737,40.72706,2,3.007261714821615,2011,5,6,0,0
5.5,-73.982177,40.772567,-73.975802,40.782941,1,1.272316093183705,2014,7,4,10,0
5.5,-73.977099,40.764158,-73.968713,40.76212,2,0.7417405071605789,2014,3,2,12,0
4.9,-73.975733,40.781539,-73.966209,40.789482,1,1.192912596362061,2012,3,2,21,0
10.9,-74.01415,40.706642,-73.999462,40.743855,3,4.319049422757231,2010,9,3,18,0
5.0,-73.957077,40.768303,-73.956666,40.774485,1,0.6882777892821099,2014,1,2,18,0
9.0,-73.982738,40.7605,-73.967665,40.787602,1,3.26998650924167,2013,2,1,1,0
5.7,-73.97167,40.785403,-73.970027,40.79696,5,1.2925019916293012,2010,2,4,8,0
5.7,-73.952232,40.777292,-73.969713,40.788007,3,1.8936331543555243,2012,2,3,23,0
6.5,-73.98275757,40.76677704,-73.96792603,40.76027298,6,1.4433764685859765,2015,2,6,12,0
8.9,-73.955822,40.784842,-73.97615,40.760602,1,3.1929962648903745,2009,5,0,8,0
4.9,-73.980548,40.747854,-73.982101,40.755574,2,0.8683353941151148,2011,11,5,20,0
4.5,-73.98399,40.743583,-73.977212,40.751298,5,1.0305146848006679,2011,7,4,15,0
4.9,-73.991288,40.742233,-73.981242,40.737505,5,0.996366789693288,2009,8,0,10,0
9.5,-73.988203,40.779375,-73.973143,40.785405,1,1.4343616937109382,2012,12,2,14,0
32.65,-73.862763,40.769023,-73.984128,40.76392,1,10.236674867542481,2009,6,3,22,1
5.5,-73.962361,40.778983,-73.95915,40.783266,1,0.5476370530373205,2014,3,0,10,0
7.0,-73.988761,40.774016,-73.996471,40.760071,3,1.68107012909348,2013,11,5,16,0
7.5,-73.982488,40.757396,-73.992561,40.735511,2,2.5772068775366734,2012,11,1,23,0
8.1,-73.999442,40.733728,-73.98967,40.718935,1,1.8395121540924433,2009,10,6,1,0
4.1,-74.010627,40.701753,-74.007577,40.710048,5,0.9575223240462807,2012,6,5,18,0
7.7,-73.992212,40.748733,-73.978767,40.754215,1,1.2861717946124844,2012,3,4,11,0
25.0,-74.014665,40.709663,-73.97272,40.761942,1,6.803133297134185,2013,3,5,14,0
4.9,-73.976742,40.787592,-73.96916,40.798437,1,1.364408590104222,2012,6,5,23,0
6.9,-73.991547,40.757157,-73.975955,40.755903,1,1.3206819093403117,2010,9,2,7,0
11.5,-74.005047,40.725583,-73.997814,40.75655,1,3.4968775255685483,2014,4,6,17,0
22.1,-73.976617,40.780368,-73.88576,40.736254,1,9.08976166930454,2011,9,5,0,0
16.5,-74.015262,40.709745,-73.98752,40.761292,1,6.19004609437813,2013,9,6,18,0
18.5,-73.989487,40.757114,-73.94155,40.828598,1,8.91438657530373,2012,7,5,0,0
7.3,-73.981706,40.771761,-73.976265,40.761826,1,1.1959829483956208,2010,11,5,19,0
14.0,-73.991237,40.750047,-73.970455,40.794092,5,5.200859078823419,2014,7,3,21,0
6.1,-73.977077,40.78984,-73.989895,40.77246,5,2.213503180930711,2012,6,5,10,0
7.3,-73.967845,40.759518,-73.977868,40.734038,1,2.956385907457848,2009,10,5,2,0
11.3,-73.986812,40.761298,-73.99159,40.729882,1,3.516412977475611,2009,4,1,19,0
6.1,-73.980446,40.751521,-73.9718,40.764674,2,1.6338172915560925,2012,7,2,11,0
4.5,-73.996698,40.737187,-74.001735,40.745032,1,0.9700676658533722,2014,8,2,13,0
28.5,-73.978782,40.763301,-73.862373,40.76878,1,9.822534893396353,2009,1,4,11,1
6.5,-74.002716,40.733673,-74.008447,40.714367,4,2.200384078354643,2014,2,6,17,0
6.1,-73.986775,40.742538,-73.971907,40.755423,2,1.9030030114104026,2010,11,3,15,0
4.9,-73.984109,40.743229,-73.972731,40.75374,2,1.5115213939793841,2010,6,2,22,0
8.5,-74.000698,40.742145,-73.997539,40.721912,1,2.2654981647236907,2011,10,5,20,0
11.7,-74.001488,40.751435,-74.013833,40.714618,1,4.223941886320176,2011,5,4,3,0
7.0,-73.990783,40.734642,-74.004312,40.716557,1,2.3116467635986946,2012,12,1,21,0
10.1,-74.008437,40.73358,-74.008475,40.704017,1,3.2872571763797103,2012,3,0,8,0
49.8,-73.7768,40.6453,-73.973,40.796,1,23.54132916445659,2011,10,4,19,1
6.5,-73.972983,40.764552,-73.95847,40.775682,3,1.7393519654173037,2011,1,1,20,0
6.1,-73.999865,40.725625,-73.990043,40.735172,1,1.3460714313566788,2009,11,4,13,0
9.0,-73.985943,40.740858,-73.993986,40.751388,2,1.3527951084500132,2013,6,1,15,0
7.7,-73.979352,40.762385,-73.981163,40.763002,1,0.16724462457843806,2010,9,2,9,0
6.9,-73.970367,40.79917,-73.98295,40.781737,1,2.209021846268058,2011,4,2,19,0
49.8,-73.787965,40.641577,-73.983988,40.75502,1,20.7895464311959,2012,4,3,8,1
8.5,-73.981871,40.778341,-73.962222,40.76874,1,1.9691151341999757,2009,12,5,10,0
6.1,-73.996957,40.729737,-73.982861,40.744963,1,2.0680693790895304,2009,10,0,3,0
8.5,-73.968875,40.757487,-73.94954,40.773545,1,2.4165628891012494,2013,4,2,18,0
8.0,-73.999445,40.722219,-73.986336,40.726256,1,1.192416896107836,2014,3,5,12,0
8.1,-74.005246,40.723011,-73.982541,40.758266,1,4.361982868966274,2009,7,6,20,0
19.7,-74.011805,40.707505,-73.982192,40.75911,1,6.257224850054571,2012,3,0,10,0
15.3,-73.998151,40.682252,-74.005251,40.726387,1,4.943947649304472,2009,10,1,17,0
5.3,-73.998303,40.745453,-73.99586,40.753235,3,0.8894537560631205,2009,10,4,23,0
37.33,-73.959592,40.81441,-73.831452,40.759933,2,12.372471968563165,2014,7,6,17,0
5.3,-73.966576,40.757342,-73.974473,40.763674,1,0.9685653005969072,2009,11,2,9,0
11.7,-73.975342,40.765132,-73.990207,40.759107,5,1.4199426689974615,2012,1,3,12,0
7.3,-73.988755,40.738497,-73.977923,40.754612,5,2.010869532521747,2012,3,3,10,0
5.3,-73.994032,40.751163,-73.995352,40.76381,2,1.4106703749145864,2009,11,0,8,0
8.9,-73.988445,40.720133,-73.99649,40.748061,1,3.1785711571478252,2010,7,1,1,0
12.1,-73.989533,40.72055,-73.952167,40.77297,3,6.624484158691823,2012,4,5,15,0
5.3,-73.973831,40.784105,-73.96051,40.780111,1,1.2063113140655986,2011,3,0,15,0
32.3,-73.976157,40.739942,-73.864,40.76785,1,9.943877553746962,2012,11,3,14,1
5.7,-73.975945,40.748972,-73.967572,40.761187,3,1.530435236089988,2012,4,2,14,0
6.1,-73.986,40.75868,-73.982168,40.751573,5,0.8536374102556409,2011,6,5,12,0
14.9,-73.991615,40.743988,-73.936833,40.802175,5,7.946242966271291,2011,2,0,6,0
22.5,-73.96265,40.775544,-74.013968,40.717399,1,7.777606474496762,2009,12,1,14,0
26.0,-73.97184,40.794707,-73.963985,40.7194,2,8.399852899342978,2013,12,0,22,0
11.0,-73.979732,40.735265,-73.98465,40.76039,1,2.82432356994972,2014,6,4,6,0
6.0,-73.98957062,40.74739456,-73.99593353,40.75917816,1,1.4156576993330565,2015,6,0,8,0
7.7,-73.990922,40.750363,-73.975193,40.749446,1,1.3288893894822906,2009,7,4,10,0
10.1,-73.987182,40.7761,-73.953742,40.770782,1,2.8773245408718187,2009,1,4,16,0
7.0,-73.96665192,40.75767136,-73.97582245,40.74497223,6,1.6095655844178207,2015,5,4,7,0
9.5,-73.954261,40.770252,-73.938397,40.800389,1,3.6074449821721406,2013,4,2,8,0
19.0,-73.939752,40.707405,-73.904867,40.753115,2,5.871512824226945,2012,12,5,23,0
8.5,-74.000907,40.747212,-74.010352,40.718998,2,3.23661808697584,2012,6,5,8,0
4.1,-73.960092,40.75887,-73.95921,40.767653,3,0.9794459493388844,2010,10,5,16,0
4.0,-73.991388,40.735977,-73.997782,40.733471,2,0.6065364482958677,2013,6,3,23,0
16.9,-73.975137,40.741617,-73.976667,40.72707,1,1.6226814557090996,2011,8,3,8,0
20.5,-73.99693298,40.68044281,-73.98327637,40.73048019,1,5.681742705822786,2015,3,3,0,0
21.7,-73.862817,40.76902,-73.939205,40.806038,1,7.635584774666295,2012,4,0,19,1
7.0,-73.997702,40.735861,-73.998069,40.729429,1,0.7158739653845179,2014,2,0,9,0
5.5,-73.98235321,40.77460861,-73.9790802,40.76261139,1,1.36220753735666,2015,1,6,0,0
7.5,-73.95908,40.775062,-73.978885,40.7832,1,1.8972899370120742,2014,10,0,21,0
7.0,-73.970152,40.797189,-73.982463,40.779802,1,2.193637935185584,2013,1,4,22,0
29.5,-74.012339,40.701444,-73.888226,40.745521,1,11.550513810916302,2013,1,2,14,0
7.5,-73.992305,40.737084,-73.988138,40.745886,1,1.0397942986036146,2013,9,5,17,0
5.7,-73.975198,40.757963,-73.981369,40.769038,3,1.3366617829584946,2011,8,0,19,0
8.0,-74.001898,40.740396,-73.963469,40.770948,1,4.692393811162395,2012,12,4,5,0
14.0,-73.997208,40.722277,-73.972672,40.763097,3,4.987495640124821,2013,1,4,13,0
4.5,-73.988945,40.723138,-73.991567,40.729497,1,0.7408054330228057,2012,8,2,20,0
12.0,-73.988037,40.748232,-74.006007,40.721747,6,3.3114153555608428,2013,10,1,12,0
49.8,-73.950773,40.770818,-73.789848,40.646991,1,19.32803219607252,2011,2,5,11,1
25.0,-74.01612091,40.71120071,-73.96530914,40.76841736,1,7.668360884470688,2015,5,1,10,0
7.7,-73.9986,40.745188,-73.981358,40.763825,1,2.5305795922984866,2010,5,6,21,0
9.0,-73.988177,40.775252,-74.007055,40.749032,1,3.320879274028739,2013,1,4,18,0
18.1,-73.951882,40.772877,-73.996838,40.721301,1,6.872593598881166,2009,8,3,21,0
19.0,-73.980742,40.774786,-74.012781,40.717071,1,6.962085611713842,2014,4,5,23,0
9.3,-74.005962,40.748578,-74.0029,40.72495,5,2.639949676831519,2010,10,5,0,0
13.5,-74.006207,40.748517,-74.014685,40.70899,1,4.452881793131047,2013,4,1,12,0
5.3,-74.011545,40.701736,-74.004935,40.718883,1,1.98639284671322,2010,2,2,19,0
30.0,-73.950817,40.721666,-73.952121,40.776279,1,6.073681946109333,2014,11,6,1,0
4.0,-73.978553,40.786,-73.981828,40.779558,1,0.767557415158829,2012,11,3,21,0
6.5,-73.980984,40.729673,-74.000295,40.727289,1,1.6486854949501795,2009,12,0,19,0
11.3,-73.981035,40.781658,-74.007417,40.743542,1,4.78541599170497,2010,12,1,20,0
4.1,-73.973157,40.744187,-73.966223,40.753625,1,1.2010611500299169,2010,3,1,13,0
25.5,-74.005272,40.719167,-73.950187,40.780697,6,8.266933940187089,2013,12,0,16,0
3.3,-73.962607,40.755323,-73.972122,40.760363,1,0.9779335204709131,2010,8,2,17,0
7.7,-73.994172,40.751365,-73.984613,40.745738,1,1.0197590761241697,2009,8,2,16,0
10.9,-73.950303,40.779687,-73.98713,40.738883,1,5.496106088087664,2011,4,2,23,0
3.7,-73.978882,40.761909,-73.974682,40.769614,1,0.9269009561039415,2009,5,4,13,0
9.0,-73.993325,40.731817,-73.987987,40.748337,1,1.8911908803757043,2012,11,5,18,0
7.7,-73.980403,40.74245,-73.989675,40.758081,4,1.9055136368992964,2010,2,5,2,0
3.5,-74.007597,40.715365,-74.004168,40.719615,2,0.5539370641852771,2013,12,6,2,0
7.3,-73.986525,40.746051,-74.005143,40.740735,2,1.6761761312680314,2011,5,5,12,0
10.5,-73.955888,40.77618,-73.971378,40.760747,1,2.1555868981371638,2014,4,2,18,0
6.5,-73.96636,40.770606,-73.984563,40.769993,1,1.5344195914012013,2012,9,5,9,0
12.1,-73.957265,40.750988,-73.953233,40.749943,5,0.3589698247818952,2009,2,6,11,0
6.1,-73.977473,40.75903,-73.973892,40.750755,2,0.9683159391038434,2010,10,2,10,0
7.3,-73.979474,40.752053,-73.995763,40.726669,2,3.138517296721178,2011,11,6,13,0
7.3,-73.993297,40.76265,-73.967517,40.772627,1,2.4380867730178335,2011,12,0,11,0
9.0,-74.001268,40.731105,-74.014252,40.713462,1,2.24632300295131,2013,2,4,7,0
7.7,-73.972891,40.747702,-73.971428,40.762937,1,1.6985307899190545,2009,9,4,10,0
4.5,-73.947762,40.783532,-73.954127,40.77469,1,1.1197684378532426,2012,10,5,22,0
5.7,-73.969179,40.764456,-73.982205,40.768891,1,1.2027499895787885,2011,8,0,18,0
12.5,-74.00028992,40.72639084,-73.98977661,40.75649261,1,3.462372170431287,2015,5,6,0,0
7.0,-74.005611,40.751065,-73.996979,40.742171,1,1.2275337845775012,2014,9,4,18,0
7.5,-73.98871,40.73684,-73.997095,40.72506,2,1.488275614276354,2013,12,3,11,0
22.33,-73.971088,40.795438,-73.925714,40.78601,1,3.9610914843224085,2014,4,5,13,0
11.0,-73.976607,40.683005,-73.949885,40.676365,1,2.371247277725259,2014,2,6,23,0
16.5,-73.964193,40.807923,-73.988961,40.75852,1,5.875858678401219,2013,2,0,20,0
18.9,-73.958905,40.764805,-74.012087,40.709303,1,7.626620539939354,2011,11,3,15,0
30.5,-73.789332,40.643085,-73.846048,40.742698,1,12.064521764921729,2013,11,0,17,1
12.1,-73.966645,40.764263,-74.007692,40.740723,1,4.336610606939962,2010,9,5,16,0
12.1,-73.964789,40.808562,-73.964149,40.774739,1,3.7613319048115157,2010,6,2,8,0
8.1,-73.984701,40.737226,-73.960617,40.769737,1,4.145375163953088,2010,5,2,23,0
10.9,-73.952946,40.772151,-73.97452,40.742439,1,3.770575645688287,2009,6,0,9,0
4.9,-73.988825,40.733703,-73.986417,40.726618,1,0.8135257963113504,2009,12,0,11,0
6.1,-74.001933,40.747592,-73.993232,40.752915,1,0.9420962271743956,2009,7,3,9,0
14.5,-73.976494,40.764924,-74.001431,40.746316,1,2.9484111003968407,2014,6,1,18,0
8.5,-73.990666,40.737949,-73.99924,40.726723,1,1.4422595781894627,2013,11,5,19,0
6.9,-73.977785,40.742085,-73.994283,40.727662,1,2.1223429133456673,2012,3,2,15,0
6.0,-73.955427,40.77952,-73.942592,40.786342,6,1.3203174367770987,2013,11,5,14,0
7.5,-73.962065,40.758765,-73.97179,40.758682,1,0.8191530592790722,2013,3,3,7,0
5.5,-74.002742,40.741133,-73.997906,40.754173,1,1.5061244940941347,2014,10,3,2,0
7.7,-73.953617,40.775403,-73.977422,40.746298,2,3.8070487062226643,2010,8,6,2,0
4.5,-74.003001,40.739148,-74.003156,40.733063,1,0.6767471483735256,2012,8,3,15,0
7.3,-73.862717,40.768873,-73.994307,40.750863,2,11.262625015791212,2009,7,4,10,1
6.9,-73.990182,40.772374,-73.974559,40.793433,1,2.685813090904223,2012,8,3,16,0
14.0,-73.995116,40.760336,-73.9904,40.741742,1,2.1053767740143323,2014,3,4,9,0
7.0,-73.991111,40.753654,-73.9793,40.762864,1,1.4277348806590486,2013,2,0,12,0
6.1,-73.988685,40.73099,-74.004159,40.723567,1,1.5432207878300868,2009,5,0,21,0
4.5,-73.976662,40.782708,-73.970905,40.783443,5,0.491555187823821,2010,12,4,11,0
10.9,-73.948859,40.781663,-73.985242,40.74759,1,4.8727308149546165,2011,8,4,0,0
13.7,-73.996509,40.753542,-73.983461,40.724501,1,3.4112011757659344,2009,2,2,15,0
13.0,-73.99454,40.750611,-73.939276,40.752373,1,4.659311378489376,2009,4,2,1,0
8.0,-74.01554871,40.71436691,-74.00250244,40.71953964,1,1.2408863652136337,2015,1,4,14,0
13.0,-73.971202,40.751205,-74.007789,40.712405,1,5.3026038642095115,2013,1,5,9,0
7.3,-73.979895,40.784015,-73.956348,40.771642,2,2.413295382635459,2011,9,4,0,0
8.9,-73.955261,40.789081,-73.974171,40.754203,1,4.19245096715801,2010,3,2,7,0
4.9,-73.982108,40.745347,-73.977597,40.762885,1,1.9868092621896476,2010,9,5,8,0
24.0,-74.008342,40.714567,-73.952617,40.77807,5,8.479267531726075,2013,4,5,23,0
8.5,-73.97362,40.761312,-73.990553,40.757425,2,1.4902446800072207,2010,9,3,18,0
9.0,-73.994053,40.761388,-74.003075,40.733321,1,3.212117214354856,2013,11,4,0,0
5.0,-73.97701263,40.7616272,-73.97306824,40.75633621,2,0.6756507374417395,2015,1,3,22,0
30.0,-73.99247742,40.74876022,-73.92771149,40.69254303,1,8.298607798749593,2015,2,4,21,0
49.33,-74.007752,40.705697,-73.86506,40.770492,5,14.01578739912475,2013,10,4,10,1
14.0,-73.95127,40.781313,-73.987315,40.762827,1,3.6658562307146054,2013,7,5,6,0
4.1,-73.96901,40.800917,-73.973005,40.79546,1,0.6937450052617578,2011,10,2,19,0
5.7,-73.966677,40.757362,-73.955252,40.764753,1,1.2654456803358725,2011,7,2,14,0
12.0,-73.992328,40.730445,-73.975466,40.758001,1,3.377358244972319,2014,10,4,12,0
10.9,-73.991737,40.75004,-73.972207,40.749948,1,1.645188038094563,2011,6,2,10,0
9.5,-73.980485,40.775267,-73.986397,40.756202,1,2.17761488619602,2014,5,1,18,0
6.5,-73.986556,40.756196,-73.994415,40.740759,1,1.8397608841708584,2013,10,4,15,0
27.0,-73.975123,40.765286,-73.861838,40.768506,1,9.547122387792696,2014,9,2,10,1
5.3,-73.960631,40.769376,-73.948684,40.773906,2,1.1251116844497133,2009,2,0,10,0
16.5,-74.003738,40.731955,-73.962812,40.687075,3,6.06663776228929,2009,4,4,20,0
10.1,-74.008718,40.720067,-73.979045,40.762527,2,5.3423340490070474,2011,9,4,0,0
9.0,-73.96866,40.791598,-73.9482,40.79481,1,1.7590175892819058,2014,12,3,14,0
6.9,-73.994532,40.745955,-74.006075,40.739847,1,1.1861509523679115,2009,11,0,15,0
5.3,-73.994285,40.746088,-74.007207,40.74247,3,1.1605678297044517,2011,7,1,9,0
13.0,-73.996077,40.740082,-73.977471,40.779187,1,4.622045032433512,2013,8,6,15,0
3.7,-73.970783,40.795757,-73.967688,40.802051,1,0.7467780099248893,2009,12,4,0,0
9.0,-73.99474335,40.73491669,-73.979599,40.73099136,1,1.3486322326042264,2015,5,3,18,0
12.5,-73.98747,40.744877,-73.982005,40.776965,2,3.5975889083087993,2014,12,4,23,0
7.5,-73.96933746,40.76344681,-73.98271179,40.76453018,1,1.13280501252902,2015,1,1,19,0
6.0,-73.96848297,40.76173019,-73.98091125,40.76425934,1,1.0838425783381285,2015,2,1,20,0
11.5,-74.000583,40.737566,-73.974524,40.754553,1,2.8960390752305103,2014,2,3,8,0
16.5,-74.001871,40.750524,-73.999836,40.717888,1,3.6330060938372677,2014,3,6,14,0
12.9,-74.006626,40.705284,-73.976675,40.752706,1,5.845934662665238,2010,7,2,22,0
4.9,-73.951598,40.714208,-73.957473,40.722232,1,1.0204046969578908,2012,2,6,21,0
12.5,-73.993618,40.73012,-73.98558,40.757477,1,3.1164191416525626,2013,6,2,21,0
7.5,-73.98188019,40.76917648,-73.9777298,40.76133728,1,0.9391492926562189,2015,3,5,13,0
11.5,-73.987925,40.749437,-73.970075,40.768335,1,2.583803749356638,2014,12,6,14,0
6.1,-73.958155,40.779007,-73.969156,40.763836,1,1.9245705236832127,2010,2,2,16,0
15.0,-73.957946,40.778915,-73.995036,40.749649,3,4.51081778158692,2014,2,4,23,0
4.5,-73.962823,40.779703,-73.97405,40.78286,1,1.00836513917433,2010,2,1,8,0
51.0,-73.990738,40.703642,-73.78203,40.648732,1,18.62948502101367,2013,11,2,7,1
10.5,-73.978663,40.763545,-73.993011,40.754683,2,1.559306589047292,2014,8,5,21,0
10.5,-73.983676,40.749925,-73.993992,40.720742,2,3.359392301309453,2014,2,1,21,0
3.3,-73.994898,40.726252,-73.992605,40.727547,5,0.2409783071197209,2011,7,0,12,0
6.5,-73.966165,40.76211,-73.979455,40.746665,1,2.050031742600915,2009,5,1,12,0
10.9,-73.966105,40.771222,-73.991318,40.749925,3,3.1807866663474544,2010,6,1,17,0
13.3,-73.992675,40.72474,-73.980738,40.663988,1,6.82986640711474,2010,6,0,3,0
14.5,-73.95745,40.782965,-73.964442,40.755552,1,3.1045364735996963,2012,10,3,8,0
12.5,-73.989822,40.733462,-73.960427,40.76223,1,4.0452975190449685,2014,4,1,21,0
52.0,-73.971538,40.761897,-73.782415,40.648331,1,20.337445105820375,2012,10,1,8,1
10.9,-73.955273,40.788477,-73.985442,40.746993,1,5.266219842240925,2009,8,6,18,0
18.0,-73.98430634,40.76179123,-73.990242,40.71909332,1,4.7740543976738286,2015,2,3,23,0
46.0,-73.976898,40.788171,-73.979348,40.760832,1,3.0469504776647334,2012,10,2,11,0
7.7,-73.970292,40.756028,-73.961705,40.774313,1,2.1579829423004635,2010,7,0,10,0
12.0,-73.991127,40.749627,-73.987675,40.72137,1,3.1554680190420923,2013,6,1,19,0
10.1,-73.988759,40.727208,-73.984536,40.688465,2,4.322706008103014,2011,2,6,4,0
11.3,-73.964223,40.771384,-73.9967,40.742773,3,4.195733294821831,2009,10,3,20,0
8.5,-74.013673,40.714905,-74.00672,40.744062,1,3.294622806765252,2014,10,6,19,0
4.5,-73.988461,40.723391,-73.979002,40.736541,1,1.665335614410437,2012,3,2,21,0
8.5,-73.985183,40.741312,-73.987091,40.726043,1,1.7054295669143453,2014,2,2,18,0
18.9,-73.954582,40.786698,-73.990108,40.718017,2,8.202351126473197,2009,6,3,20,0
6.5,-73.988208,40.744343,-73.978958,40.758289,2,1.7354735231860727,2014,4,3,2,0
4.9,-73.984165,40.769713,-73.973662,40.764215,2,1.075231682773124,2011,2,6,22,0
4.9,-74.008355,40.735257,-74.000466,40.728907,1,0.9697540628896016,2009,10,6,13,0
28.0,-73.989793,40.756842,-73.984405,40.691582,1,7.270771977158763,2013,10,3,13,0
5.5,-73.980128,40.780747,-73.968717,40.791582,2,1.5409410097079732,2013,8,4,2,0
10.1,-73.98622,40.742955,-73.998533,40.764018,1,2.561469966488624,2009,6,6,16,0
57.33,-73.790485,40.643842,-73.995695,40.733152,6,19.949724931923573,2013,4,3,16,1
32.9,-73.969548,40.748683,-73.994012,40.61705,2,14.781572134550268,2010,5,1,21,0
11.5,-73.9552002,40.77702332,-73.97176361,40.74398041,6,3.930127902448247,2015,4,4,7,0
7.0,-73.96546,40.755142,-73.973946,40.747669,1,1.0961142180754715,2013,12,0,8,0
4.1,-73.964219,40.811083,-73.969795,40.803187,1,0.9955508748563747,2009,5,4,19,0
9.5,-73.981223,40.768698,-73.973577,40.751858,1,1.9801642095566967,2012,11,3,13,0
34.33,-73.863438,40.76956,-73.962748,40.766825,1,8.368852400822638,2014,9,4,21,1
7.5,-73.954308,40.76411,-73.969575,40.759569,1,1.381412900321061,2013,8,0,14,0
17.0,-73.982628,40.727147,-73.981912,40.77765,5,5.616001242100133,2014,3,6,2,0
7.5,-74.006782,40.733627,-74.010232,40.714162,1,2.1838482283690515,2013,12,3,8,0
4.0,-73.978171,40.734382,-73.977532,40.738172,2,0.42485388745438807,2013,6,1,18,0
9.3,-73.98035,40.750183,-73.953252,40.773741,1,3.4742798543242306,2010,3,1,20,0
10.1,-73.98372,40.766755,-74.009178,40.729338,1,4.6807741004559515,2012,7,3,7,0
45.0,-73.974433,40.75644,-73.991355,40.750305,1,1.5802262700202567,2010,1,5,14,0
5.0,-73.990465,40.756043,-73.999797,40.759001,1,0.8520582889888102,2013,10,6,9,0
8.0,-74.006478,40.739372,-73.994711,40.750459,2,1.5819325116933356,2013,8,0,18,0
11.5,-73.98539,40.762535,-74.00248,40.734227,1,3.4613076254284936,2013,7,4,17,0
10.9,-73.95156,40.793687,-73.961451,40.772429,1,2.506188871374392,2009,10,1,15,0
7.0,-73.985948,40.758805,-74.001687,40.75642,3,1.3519269255620183,2012,10,3,7,0
7.7,-73.970687,40.758635,-73.989758,40.74141,1,2.4998621841051096,2012,1,2,14,0
56.8,-73.983235,40.738667,-73.784777,40.645727,1,19.66631781741982,2012,10,4,17,1
12.1,-73.961048,40.765198,-74.000697,40.74461,2,4.048985207133083,2010,2,4,23,0
13.0,-73.96921,40.78518,-73.96592,40.75534,1,3.329603578576174,2014,8,4,22,0
6.5,-73.990693,40.755702,-73.985592,40.743542,1,1.418765718929142,2012,7,1,19,0
17.0,-73.97826385,40.76334763,-73.9743576,40.75408936,1,1.0807686851109268,2015,5,4,11,0
20.5,-73.992687,40.768747,-74.009305,40.705912,1,7.125838970432419,2013,6,2,7,0
16.5,-74.000745,40.742067,-73.981335,40.683162,1,6.7511526738603385,2014,7,3,1,0
23.7,-73.98304,40.769223,-73.927945,40.811855,2,6.632129081147968,2009,11,2,13,0
18.5,-73.954281,40.778606,-74.007457,40.703762,1,9.451488118898693,2012,6,6,8,0
6.5,-74.00743,40.741057,-73.994875,40.75009,2,1.4586070422386783,2013,12,0,14,0
6.0,-73.97714,40.754901,-73.971665,40.763109,1,1.0225687419398832,2014,3,1,9,0
8.0,-73.985882,40.758852,-73.985772,40.753585,1,0.5857369625084238,2014,1,1,10,0
14.5,-73.966,40.7618,-73.918,40.7698,2,4.139152543940017,2011,7,2,0,0
7.7,-73.98316,40.74803,-73.963773,40.773965,4,3.31401598318969,2010,8,4,19,0
55.33,-73.97509766,40.78762817,-73.79020691,40.6759491,6,19.922714597956897,2015,3,6,0,0
4.5,-73.991052,40.750491,-73.983557,40.74299,1,1.0461030099791648,2012,1,4,18,0
38.83,-73.870616,40.773667,-73.981911,40.75549,2,9.588588009596396,2014,2,6,18,1
32.5,-73.988405,40.703432,-73.947888,40.805477,1,11.849014341603263,2014,6,0,12,0
15.3,-74.004048,40.72161,-73.979767,40.76455,1,5.194444812038544,2010,1,5,13,0
